LoyaltyNumber,CustomerID,MembershipLevel,JoinDate,CurrentPoints,LifetimePointsEarned,LifetimePointsRedeemed
100547,547,Platinum,2026-01-17,9400,73037,13089
100548,548,Bronze,2026-04-16,8046,57445,44489
100549,549,Bronze,2025-10-11,3296,21345,28446
100550,550,Gold,2024-10-11,3150,11374,38149
100551,551,Bronze,2023-11-09,1576,26778,2178
100552,552,Gold,2023-03-23,85,47228,50750
100553,553,Silver,2024-07-31,8955,9532,22328
100554,554,Bronze,2023-10-18,8653,65134,12460
100555,555,Gold,2025-12-14,9344,62193,32823
100556,556,Bronze,2024-03-12,9153,18171,52533
100557,557,Bronze,2024-01-13,7004,49398,57276
100558,558,Bronze,2021-11-09,1280,16771,51274
100559,559,Silver,2025-11-29,1653,15556,32683
100560,560,Bronze,2022-03-22,9854,70949,21687
100561,561,Bronze,2026-02-15,4749,33049,25586
100562,562,Gold,2024-06-27,1113,20791,18878
100563,563,Bronze,2023-05-18,9426,31740,55915
100564,564,Silver,2026-05-24,8192,41025,26163
100565,565,Silver,2022-03-06,8944,14632,38192
100566,566,Silver,2025-08-07,4309,4029,2115
100567,567,Bronze,2026-07-04,4274,26381,21924
100568,568,Gold,2026-04-22,973,18356,13384
100569,569,Silver,2023-06-04,5400,8269,15441
100570,570,Silver,2021-10-14,9238,4734,22665
100571,571,Platinum,2025-04-18,6819,78500,48450
100572,572,Silver,2024-03-30,1320,72376,31376
100573,573,Platinum,2025-10-21,4432,5571,6819
100574,574,Bronze,2023-08-18,8316,29623,42620
100575,575,Bronze,2026-03-18,7824,39869,51219
100576,576,Gold,2024-07-12,3731,2910,3627
100577,577,Bronze,2021-10-08,3214,70116,39854
100578,578,Gold,2021-11-29,296,72516,31599
100579,579,Bronze,2022-10-03,6180,16515,28162
100580,580,Gold,2022-06-17,9003,18157,7574
100581,581,Silver,2022-02-19,6024,46209,12690
100582,582,Bronze,2024-02-01,949,31317,15206
100583,583,Bronze,2024-07-26,164,29869,27070
100584,584,Gold,2023-10-08,8785,74555,3000
100585,585,Platinum,2022-03-01,244,32857,53255
100586,586,Bronze,2025-08-15,928,16708,28741
100587,587,Bronze,2026-05-17,716,41273,22915
100588,588,Silver,2024-03-20,4001,38427,8501
100589,589,Silver,2026-06-17,7843,16140,43030
100590,590,Bronze,2026-06-29,4099,71356,13491
100591,591,Silver,2026-07-28,5848,28973,29067
100592,592,Gold,2024-06-05,6011,72373,19181
100593,593,Gold,2024-05-20,4001,69154,58522
100594,594,Bronze,2024-12-14,8870,66087,6840
100595,595,Bronze,2024-02-19,6731,63828,18335
100596,596,Bronze,2025-05-03,2246,68387,15108
100597,597,Bronze,2021-09-26,9059,27725,8044
100598,598,Bronze,2022-05-05,2325,4801,15407
100599,599,Silver,2026-01-26,7434,15073,1395
100600,600,Silver,2025-08-31,553,35528,18216
100601,601,Silver,2023-05-09,4921,11174,3913
100602,602,Bronze,2025-04-15,9990,50423,32463
100603,603,Bronze,2023-01-12,6268,50518,29099
100604,604,Bronze,2026-01-15,3370,49819,12086
100605,605,Silver,2023-03-16,8724,6949,43280
100606,606,Bronze,2026-04-17,8872,45687,1703
100607,607,Platinum,2022-09-06,5508,34510,53100
100608,608,Gold,2024-10-05,3547,3684,22344
100609,609,Gold,2025-08-24,7111,56139,51289
100610,610,Gold,2024-07-03,935,14414,36260
100611,611,Bronze,2026-05-10,4709,70192,30376
100612,612,Silver,2022-04-18,9311,68114,17045
100613,613,Bronze,2026-06-29,6247,61354,48865
100614,614,Platinum,2021-09-26,3903,17384,59487
100615,615,Bronze,2022-03-16,4495,11311,16379
100616,616,Gold,2023-03-19,4846,44341,37426
100617,617,Bronze,2022-02-20,4493,47508,17612
100618,618,Silver,2024-11-09,9961,1717,8146
100619,619,Bronze,2024-01-28,5259,34770,55547
100620,620,Bronze,2023-05-09,7581,2363,28829
100621,621,Bronze,2024-11-20,606,47118,31470
100622,622,Silver,2022-01-14,9119,28653,26778
100623,623,Bronze,2021-09-14,1303,36334,58788
100624,624,Silver,2025-09-29,5145,8494,28864
100625,625,Bronze,2025-07-01,4524,34118,56954
100626,626,Silver,2022-02-14,3726,22971,9627
100627,627,Gold,2023-06-28,812,30596,7500
100628,628,Silver,2022-04-13,3018,66516,56398
100629,629,Silver,2025-01-06,5199,5599,36268
100630,630,Gold,2024-09-11,996,34054,16871
100631,631,Bronze,2026-04-05,5789,70936,47075
100632,632,Bronze,2023-05-23,3845,45939,7154
100633,633,Bronze,2025-06-23,7271,14935,33491
100634,634,Bronze,2026-02-20,3343,42801,37379
100635,635,Bronze,2026-01-12,6815,9457,42066
100636,636,Silver,2025-01-19,4638,18853,1618
100637,637,Bronze,2022-12-19,5902,44007,26747
100638,638,Gold,2025-08-17,6139,61793,19271
100639,639,Silver,2021-09-18,2626,48374,2923
100640,640,Bronze,2025-10-19,2458,77593,1673
100641,641,Bronze,2025-04-09,3464,41139,33475
100642,642,Gold,2026-03-17,8326,76316,46716
100643,643,Bronze,2023-10-15,3520,49755,54442
100644,644,Silver,2021-08-23,2458,50050,49978
100645,645,Platinum,2022-01-18,1285,10233,14718
100646,646,Silver,2024-09-17,9411,71957,48100
100647,647,Silver,2026-04-01,1986,69274,52311
100648,648,Bronze,2024-11-01,7738,68840,34100
100649,649,Silver,2026-05-18,4410,25662,54788
100650,650,Silver,2023-08-15,3998,43181,15930
100651,651,Gold,2024-02-17,5930,30363,29872
100652,652,Bronze,2024-06-20,1890,31694,29164
100653,653,Gold,2024-03-25,6716,47532,5222
100654,654,Bronze,2024-05-25,8284,10119,59941
100655,655,Bronze,2022-07-08,7932,79427,15096
100656,656,Silver,2025-10-09,6862,30215,37312
100657,657,Gold,2023-01-23,2052,70566,16052
100658,658,Gold,2026-06-12,6678,76745,43640
100659,659,Bronze,2025-12-16,4264,37702,22385
100660,660,Bronze,2024-08-10,1335,53643,27592
100661,661,Silver,2022-12-14,2431,75599,32387
100662,662,Silver,2026-03-10,3245,23681,57436
100663,663,Silver,2023-04-16,2732,15932,27435
100664,664,Bronze,2021-12-31,9086,61685,48683
100665,665,Bronze,2022-01-04,558,56647,1568
100666,666,Silver,2021-10-10,1196,17451,33744
100667,667,Gold,2025-06-14,6358,55459,23223
100668,668,Bronze,2026-03-28,9124,31745,46660
100669,669,Bronze,2025-04-22,5518,44224,38763
100670,670,Silver,2023-10-26,1765,6029,4833
100671,671,Gold,2026-03-30,5815,58937,59681
100672,672,Silver,2024-03-23,7368,57206,18958
100673,673,Gold,2024-02-25,2205,24145,47428
100674,674,Gold,2025-08-02,8345,11082,9978
100675,675,Gold,2023-06-20,9724,77832,24240
100676,676,Silver,2022-06-21,7430,49825,21000
100677,677,Silver,2023-08-29,8334,77180,18304
100678,678,Platinum,2025-10-19,1587,30543,19487
100679,679,Silver,2024-11-16,791,74041,33926
100680,680,Gold,2023-04-13,9499,66714,55316
100681,681,Platinum,2022-06-23,4673,42410,25170
100682,682,Bronze,2021-09-15,2923,18869,2748
100683,683,Gold,2025-03-24,3451,56531,34022
100684,684,Bronze,2025-02-07,5150,13137,22763
100685,685,Bronze,2026-06-07,1942,37828,17946
100686,686,Silver,2023-02-10,3664,22293,18905
100687,687,Platinum,2025-08-24,4250,79551,49379
100688,688,Bronze,2022-09-03,3795,36620,9240
100689,689,Bronze,2023-03-19,9046,66776,49470
100690,690,Bronze,2024-02-22,9804,5309,58369
100691,691,Silver,2022-06-30,3197,973,32005
100692,692,Gold,2023-04-27,422,48536,13313
100693,693,Bronze,2024-09-18,9357,56002,47978
100694,694,Silver,2023-12-23,2067,59586,19329
100695,695,Platinum,2024-07-25,1965,58349,58253
100696,696,Silver,2023-09-15,4309,11485,56656
100697,697,Bronze,2024-01-31,4562,15364,23181
100698,698,Gold,2026-04-04,3644,9845,21437
100699,699,Bronze,2022-04-14,5494,36290,29718
100700,700,Silver,2022-12-07,8402,9810,46321
100701,701,Silver,2026-06-08,628,56903,6582
100702,702,Platinum,2022-04-22,8540,41718,12477
100703,703,Gold,2023-11-08,583,1144,16116
100704,704,Bronze,2026-02-24,6163,28963,44128
100705,705,Bronze,2023-06-22,7702,19948,31752
100706,706,Gold,2024-04-01,8138,37140,8637
100707,707,Bronze,2025-12-25,1453,67773,56174
100708,708,Gold,2023-12-03,3509,519,28463
100709,709,Bronze,2022-10-31,9137,27434,46529
100710,710,Bronze,2024-03-04,6851,34581,40198
100711,711,Bronze,2023-11-12,9566,30864,41793
100712,712,Bronze,2023-01-23,8691,23701,57533
100713,713,Bronze,2026-01-19,3799,38388,43776
100714,714,Silver,2022-03-31,6425,78460,23404
100715,715,Silver,2022-06-05,4840,12752,14347
100716,716,Bronze,2025-04-24,4706,55097,29305
100717,717,Bronze,2025-10-06,6960,15280,11547
100718,718,Silver,2024-11-01,5224,14981,22778
100719,719,Silver,2026-03-14,2098,63504,55058
100720,720,Gold,2022-10-26,8014,78881,27001
100721,721,Silver,2025-03-20,474,38232,17558
100722,722,Silver,2021-08-22,6701,8069,36848
100723,723,Gold,2025-11-05,4286,41730,26950
100724,724,Bronze,2024-07-04,7240,55831,26127
100725,725,Bronze,2022-09-29,895,35268,31818
100726,726,Gold,2024-11-24,5567,6080,20218
100727,727,Silver,2025-09-14,3625,75139,57384
100728,728,Bronze,2024-05-27,3378,14559,40193
100729,729,Silver,2023-11-06,2117,79393,35374
100730,730,Bronze,2026-02-17,345,49800,5914
100731,731,Gold,2025-10-29,5460,46329,50255
100732,732,Gold,2026-05-01,1039,6550,33990
100733,733,Bronze,2022-12-15,8773,26109,10288
100734,734,Gold,2022-04-23,6480,30159,19017
100735,735,Gold,2023-03-22,6125,43550,27092
100736,736,Bronze,2024-04-21,4074,1887,2364
100737,737,Gold,2023-02-15,8627,13537,32866
100738,738,Bronze,2023-10-21,7944,5642,10285
100739,739,Bronze,2024-04-07,397,30247,41389
100740,740,Gold,2025-03-24,4051,4527,17855
100741,741,Gold,2025-06-10,6190,52627,8597
100742,742,Gold,2025-09-20,4423,11230,5015
100743,743,Bronze,2023-10-27,6805,2741,966
100744,744,Gold,2026-05-28,8875,79381,9951
100745,745,Bronze,2024-04-22,9636,51365,12732
100746,746,Gold,2021-12-22,5114,42531,27862
100747,747,Silver,2026-07-24,383,39703,17960
100748,748,Silver,2023-06-29,1633,34738,42994
100749,749,Silver,2025-09-29,6169,38273,28149
100750,750,Bronze,2025-10-04,6657,73630,18255
100751,751,Silver,2025-04-17,8736,66500,16031
100752,752,Bronze,2023-04-17,8143,51695,24427
100753,753,Gold,2021-12-18,1774,59379,14684
100754,754,Silver,2022-04-11,407,52181,50541
100755,755,Bronze,2022-09-16,6059,62595,36906
100756,756,Bronze,2025-10-28,5089,43672,9422
100757,757,Gold,2025-03-24,1370,12602,36758
100758,758,Bronze,2026-06-22,8025,77879,16381
100759,759,Bronze,2024-04-12,6605,62164,34301
100760,760,Gold,2024-12-06,9283,30565,3862
100761,761,Gold,2021-08-29,4129,54083,20411
100762,762,Gold,2024-09-02,2467,4885,21066
100763,763,Silver,2026-04-10,9809,53385,57109
100764,764,Bronze,2022-01-10,3427,73816,52081
100765,765,Silver,2023-11-17,8188,41127,42730
100766,766,Bronze,2022-06-09,7559,63407,33713
100767,767,Silver,2025-07-11,1334,13868,27898
100768,768,Silver,2022-01-04,6155,16783,49603
100769,769,Bronze,2026-04-09,8518,16022,10891
100770,770,Bronze,2023-10-05,1862,5219,58032
100771,771,Silver,2021-08-11,2797,68858,31928
100772,772,Bronze,2024-07-02,8963,54907,26175
100773,773,Bronze,2023-11-18,1926,57179,19282
100774,774,Gold,2024-01-04,4441,68582,21127
100775,775,Silver,2023-04-01,6088,73999,42612
100776,776,Bronze,2022-09-21,4754,68683,44893
100777,777,Bronze,2025-08-12,6082,68176,39617
100778,778,Bronze,2024-11-04,7583,27706,21638
100779,779,Platinum,2024-02-19,2217,21627,34365
100780,780,Gold,2022-04-08,7763,1387,20820
100781,781,Silver,2024-06-20,2463,61768,4394
100782,782,Platinum,2024-02-07,91,40973,45971
100783,783,Bronze,2022-05-17,1537,70581,30054
100784,784,Bronze,2021-09-26,1001,61532,38958
100785,785,Bronze,2024-04-09,5741,73389,57890
100786,786,Bronze,2024-04-02,231,25349,17994
100787,787,Bronze,2024-12-18,6982,76707,47796
100788,788,Bronze,2022-11-25,6607,33490,36773
100789,789,Silver,2025-04-02,3319,10254,38839
100790,790,Bronze,2023-09-16,3546,36798,11686
100791,791,Bronze,2025-07-22,1676,16707,52224
100792,792,Silver,2023-08-26,6274,43374,37726
100793,793,Gold,2026-05-25,9702,79369,18169
100794,794,Platinum,2024-09-07,7756,27534,11016
100795,795,Bronze,2025-02-15,3798,28469,5985
100796,796,Platinum,2026-05-19,2400,18886,10801
100797,797,Silver,2025-11-12,4,42480,5097
100798,798,Gold,2022-04-21,855,18053,33535
100799,799,Gold,2025-09-03,6969,61925,21436
100800,800,Bronze,2025-12-25,1921,31658,36709
100801,801,Bronze,2026-04-28,6316,62290,23264
100802,802,Bronze,2022-02-22,8552,41646,34779
100803,803,Bronze,2023-09-18,9918,28136,10886
100804,804,Platinum,2022-12-20,4550,18828,55042
100805,805,Silver,2023-02-20,7235,64337,45554
100806,806,Gold,2025-12-23,1970,73225,58966
100807,807,Silver,2021-11-24,5704,23432,1657
100808,808,Gold,2026-05-06,7636,45449,47742
100809,809,Silver,2025-04-12,9171,25132,25064
100810,810,Bronze,2022-09-30,174,25768,28972
100811,811,Bronze,2025-12-05,3193,835,38416
100812,812,Bronze,2022-02-17,1541,48448,16630
100813,813,Silver,2025-05-12,212,79631,17893
100814,814,Bronze,2022-03-31,4504,62848,26102
100815,815,Bronze,2021-12-11,4145,36036,40977
100816,816,Bronze,2024-03-13,9374,4088,56569
100817,817,Gold,2024-11-15,7713,79732,41434
100818,818,Silver,2025-10-27,2847,62155,49147
100819,819,Gold,2026-06-23,8938,13716,2503
100820,820,Bronze,2021-08-13,2509,23287,57076
100821,821,Gold,2021-08-19,1356,55094,54661
100822,822,Gold,2022-10-24,918,58214,41777
100823,823,Gold,2022-11-14,5148,12876,56222
100824,824,Silver,2023-09-08,3181,2285,21801
100825,825,Gold,2026-05-28,5185,22279,59357
100826,826,Platinum,2022-03-28,6000,67777,928
100827,827,Platinum,2024-03-24,6605,54675,54900
100828,828,Silver,2025-12-24,1007,8613,12644
100829,829,Gold,2023-09-02,8216,19434,47772
100830,830,Bronze,2025-03-26,2827,58217,2916
100831,831,Bronze,2023-08-07,3255,66352,26820
100832,832,Bronze,2023-04-13,52,40884,17941
100833,833,Silver,2026-01-03,1928,44854,30556
100834,834,Silver,2023-03-30,1410,74311,30343
100835,835,Bronze,2023-11-21,1483,24020,47811
100836,836,Bronze,2023-05-10,5201,77583,41066
100837,837,Platinum,2024-02-22,2774,1468,14255
100838,838,Silver,2021-08-04,7542,10752,57488
100839,839,Gold,2021-08-14,4042,40441,54873
100840,840,Silver,2024-05-04,3130,17497,20348
100841,841,Bronze,2023-05-20,4703,23431,18282
100842,842,Bronze,2024-07-19,5169,54361,14808
100843,843,Gold,2024-02-15,4469,26212,11607
100844,844,Platinum,2024-05-05,4249,57719,17337
100845,845,Bronze,2024-11-25,5818,75950,23829
100846,846,Bronze,2022-02-21,8569,59039,54362
100847,847,Silver,2021-10-06,2793,4914,54704
100848,848,Silver,2025-12-10,2551,70610,37271
100849,849,Bronze,2024-04-15,7108,45571,42336
100850,850,Gold,2024-05-31,4729,27290,22425
100851,851,Silver,2026-04-02,8253,72400,54385
100852,852,Gold,2022-05-07,4406,11995,33637
100853,853,Gold,2022-11-25,4230,28707,30650
100854,854,Bronze,2022-10-03,1889,67868,43144
100855,855,Silver,2024-02-29,7785,18425,30621
100856,856,Silver,2022-01-30,6099,73994,24766
100857,857,Silver,2025-05-25,554,42353,45959
100858,858,Bronze,2025-12-25,5879,1135,10403
100859,859,Silver,2026-02-21,5483,44228,42459
100860,860,Platinum,2025-12-23,3065,47024,20072
100861,861,Bronze,2025-05-31,8958,24500,49286
100862,862,Bronze,2022-02-01,7478,77901,37746
100863,863,Silver,2025-07-28,6542,62172,54663
100864,864,Bronze,2024-04-26,6114,78866,22143
100865,865,Silver,2026-06-25,6572,39444,2629
100866,866,Platinum,2024-12-02,3838,66548,7068
100867,867,Silver,2023-11-02,4413,75792,26263
100868,868,Silver,2023-05-14,2687,67235,10904
100869,869,Platinum,2026-05-12,9778,68792,13006
100870,870,Platinum,2022-09-14,9305,18390,8512
100871,871,Silver,2024-07-14,881,11948,20268
100872,872,Gold,2024-09-26,2317,45464,30062
100873,873,Bronze,2022-08-28,7546,210,43162
100874,874,Bronze,2022-10-08,2819,39589,20154
100875,875,Bronze,2021-11-05,3869,26749,28609
100876,876,Bronze,2026-05-13,4009,20303,44873
100877,877,Silver,2021-10-12,6131,748,31283
100878,878,Bronze,2023-05-15,1636,61808,36033
100879,879,Silver,2023-04-10,3481,62006,43806
100880,880,Bronze,2025-11-12,7593,31916,50007
100881,881,Platinum,2025-12-13,6350,16943,20863
100882,882,Gold,2023-06-17,2187,52513,50676
100883,883,Bronze,2022-03-22,4639,55752,39120
100884,884,Bronze,2022-12-25,1174,45564,32001
100885,885,Silver,2023-09-07,9608,3625,14528
100886,886,Gold,2025-01-25,2918,30922,24191
100887,887,Bronze,2022-06-18,8215,308,40014
100888,888,Silver,2023-12-02,6523,10227,42308
100889,889,Bronze,2024-03-03,8191,24737,2899
100890,890,Bronze,2024-10-07,7133,12270,22255
100891,891,Bronze,2022-10-10,2947,55898,9879
100892,892,Bronze,2022-07-09,6337,63100,2282
100893,893,Bronze,2025-03-07,6909,23629,10717
100894,894,Bronze,2024-07-13,8476,14050,30469
100895,895,Gold,2023-03-16,5673,13391,42983
100896,896,Gold,2026-04-05,200,21187,20907
100897,897,Bronze,2022-06-06,8306,50430,44977
100898,898,Silver,2021-09-28,7964,52752,27686
100899,899,Gold,2024-10-24,4963,55803,16950
100900,900,Gold,2024-04-12,1899,79219,52895
100901,901,Gold,2026-01-19,7377,65906,24433
100902,902,Gold,2021-09-21,5489,70226,23911
100903,903,Bronze,2023-11-12,2930,55683,34846
100904,904,Gold,2021-08-15,1310,19811,455
100905,905,Bronze,2025-12-17,9669,33895,12950
100906,906,Silver,2026-05-15,7454,57101,3181
100907,907,Silver,2023-01-13,652,16031,56878
100908,908,Silver,2023-02-27,6014,6663,58272
100909,909,Silver,2023-03-09,6050,33172,27898
100910,910,Bronze,2022-08-09,4852,3184,35569
100911,911,Bronze,2021-10-31,4804,46877,27332
100912,912,Bronze,2023-10-24,5318,39117,41679
100913,913,Bronze,2021-10-15,1829,46924,47966
100914,914,Bronze,2025-06-29,6491,32688,11484
100915,915,Bronze,2026-01-09,1549,16622,47630
100916,916,Bronze,2026-03-14,8084,56605,58505
100917,917,Bronze,2021-09-15,7504,32094,54104
100918,918,Platinum,2025-01-02,8577,74688,30042
100919,919,Bronze,2025-09-26,5350,48963,2509
100920,920,Bronze,2024-06-22,1656,50158,33595
100921,921,Platinum,2026-03-21,1290,44372,41729
100922,922,Gold,2024-06-22,6922,52625,1466
100923,923,Bronze,2023-08-20,4208,10491,54844
100924,924,Platinum,2022-04-14,1907,25219,37414
100925,925,Bronze,2023-12-21,4967,67476,35334
100926,926,Gold,2023-02-27,3993,6500,24525
100927,927,Silver,2024-06-01,3525,57371,18008
100928,928,Gold,2022-02-16,3042,36387,32870
100929,929,Silver,2022-02-02,9906,52354,59621
100930,930,Bronze,2026-01-24,4668,35840,331
100931,931,Silver,2026-04-30,306,54406,43071
100932,932,Bronze,2026-02-04,4375,60713,39261
100933,933,Gold,2023-08-16,5212,12833,14504
100934,934,Bronze,2022-05-30,5318,29074,4176
100935,935,Silver,2022-12-19,9983,60477,38529
100936,936,Silver,2025-12-02,9752,43190,35484
100937,937,Bronze,2023-10-14,9136,1747,22475
100938,938,Bronze,2021-09-01,5674,58346,9946
100939,939,Silver,2023-02-23,8175,27708,34880
100940,940,Silver,2021-11-06,6390,33614,26406
100941,941,Bronze,2022-02-02,9360,10403,41378
100942,942,Silver,2026-02-15,5657,10991,13602
100943,943,Gold,2026-03-15,8676,48490,19925
100944,944,Bronze,2022-06-10,5166,59278,44204
100945,945,Silver,2022-05-06,2554,76768,10927
100946,946,Silver,2026-06-22,9255,56661,27223
100947,947,Platinum,2023-07-04,383,37309,36466
100948,948,Gold,2022-08-28,3845,49289,35231
100949,949,Bronze,2025-03-14,9947,16286,6355
100950,950,Bronze,2023-07-07,3462,14600,37404
100951,951,Bronze,2022-05-21,2606,52675,36049
100952,952,Silver,2024-09-29,3567,54911,59012
100953,953,Silver,2025-11-14,5233,47702,41305
100954,954,Bronze,2025-03-01,5206,65938,35102
100955,955,Silver,2026-04-07,3688,53048,32429
100956,956,Gold,2025-01-07,4690,59011,10287
100957,957,Platinum,2021-11-21,2910,52535,18901
100958,958,Bronze,2022-11-29,5473,60920,43004
100959,959,Bronze,2025-01-27,1610,50346,38021
100960,960,Silver,2021-11-28,6852,53878,12378
100961,961,Silver,2021-12-04,3673,18262,39957
100962,962,Silver,2024-05-15,1319,78686,37393
100963,963,Gold,2025-07-23,374,42701,39964
100964,964,Bronze,2026-04-27,9327,61954,44850
100965,965,Bronze,2023-07-14,6066,3077,48690
100966,966,Silver,2025-04-29,6378,72459,33510
100967,967,Gold,2022-09-04,2644,60100,24186
100968,968,Gold,2024-10-13,3920,23065,30944
100969,969,Platinum,2022-04-14,3273,42400,8693
100970,970,Bronze,2025-08-29,506,27232,37853
100971,971,Silver,2025-09-30,4014,79169,29075
100972,972,Platinum,2025-09-10,2897,60577,32782
100973,973,Silver,2026-05-27,9896,43518,57152
100974,974,Platinum,2025-10-22,2609,32194,30291
100975,975,Gold,2024-11-18,1144,1002,49060
100976,976,Bronze,2024-08-16,6657,68226,30815
100977,977,Gold,2024-10-29,1152,54768,17041
100978,978,Gold,2024-10-08,8803,15957,46910
100979,979,Gold,2024-07-28,8751,3209,28738
100980,980,Silver,2024-11-01,979,38499,53193
100981,981,Bronze,2023-05-30,653,47728,26177
100982,982,Gold,2024-09-06,8381,57777,28087
100983,983,Gold,2026-05-27,1697,19234,55513
100984,984,Bronze,2024-03-16,9499,14751,47316
100985,985,Bronze,2024-06-03,6764,44642,9302
100986,986,Platinum,2024-09-09,7906,27636,17334
100987,987,Bronze,2023-05-09,1213,60162,58929
100988,988,Gold,2025-08-08,4009,34178,22442
100989,989,Bronze,2026-01-31,7285,43440,51601
100990,990,Silver,2025-02-18,4225,74579,18041
100991,991,Silver,2025-01-18,2294,19501,34195
100992,992,Bronze,2024-02-06,3621,48708,36932
100993,993,Bronze,2023-07-12,4771,40294,46913
